category,title,content
pricing,What is the price of Gas cookers?,"The price of Gas cookers depends on brand, size, quantity, and seller. Please specify your preferred option so we can give you an exact quote."
pricing,Bei ya Jiko la gesi ni kiasi gani?,"Bei ya Jiko la gesi inategemea aina, ukubwa, kiasi, na muuzaji. Tafadhali eleza mahitaji yako ili tukupatie bei sahihi."
pricing,Do you offer discounts on Gas cookers for bulk orders?,Bulk pricing on Gas cookers may be available depending on the seller. Please share the quantity you need so we can arrange a bulk quote.
products,Is Gas cylinders available in stock?,"Yes, Gas cylinders is available under the Home and Kitchen category. Availability and exact stock levels may vary by seller."
products,Where can I find Gas cylinders?,You can find Gas cylinders listed under the Home and Kitchen category. Our agent can help you compare sellers and options.
products,"Nahitaji Mtungi wa gesi, mnayo?","Ndiyo, Mtungi wa gesi (Gas cylinders) inapatikana kwenye category ya Home and Kitchen. Upatikanaji unaweza kutofautiana kulingana na muuzaji."
pricing,What is the price of Gas cylinders?,"The price of Gas cylinders depends on brand, size, quantity, and seller. Please specify your preferred option so we can give you an exact quote."
pricing,Bei ya Mtungi wa gesi ni kiasi gani?,"Bei ya Mtungi wa gesi inategemea aina, ukubwa, kiasi, na muuzaji. Tafadhali eleza mahitaji yako ili tukupatie bei sahihi."
pricing,Do you offer discounts on Gas cylinders for bulk orders?,Bulk pricing on Gas cylinders may be available depending on the seller. Please share the quantity you need so we can arrange a bulk quote.
products,Is Rice cookers available in stock?,"Yes, Rice cookers is available under the Home and Kitchen category. Availability and exact stock levels may vary by seller."
products,Where can I find Rice cookers?,You can find Rice cookers listed under the Home and Kitchen category. Our agent can help you compare sellers and options.
products,"Nahitaji Rice cooker, mnayo?","Ndiyo, Rice cooker (Rice cookers) inapatikana kwenye category ya Home and Kitchen. Upatikanaji unaweza kutofautiana kulingana na muuzaji."
pricing,What is the price of Rice cookers?,"The price of Rice cookers depends on brand, size, quantity, and seller. Please specify your preferred option so we can give you an exact quote."
pricing,Bei ya Rice cooker ni kiasi gani?,"Bei ya Rice cooker inategemea aina, ukubwa, kiasi, na muuzaji. Tafadhali eleza mahitaji yako ili tukupatie bei sahihi."
pricing,Do you offer discounts on Rice cookers for bulk orders?,Bulk pricing on Rice cookers may be available depending on the seller. Please share the quantity you need so we can arrange a bulk quote.
products,Is Pressure cookers available in stock?,"Yes, Pressure cookers is available under the Home and Kitchen category. Availability and exact stock levels may vary by seller."
products,Where can I find Pressure cookers?,You can find Pressure cookers listed under the Home and Kitchen category. Our agent can help you compare sellers and options.
products,"Nahitaji Pressure cooker, mnayo?","Ndiyo, Pressure cooker (Pressure cookers) inapatikana kwenye category ya Home and Kitchen. Upatikanaji unaweza kutofautiana kulingana na muuzaji."
pricing,What is the price of Pressure cookers?,"The price of Pressure cookers depends on brand, size, quantity, and seller. Please specify your preferred option so we can give you an exact quote."
pricing,Bei ya Pressure cooker ni kiasi gani?,"Bei ya Pressure cooker inategemea aina, ukubwa, kiasi, na muuzaji. Tafadhali eleza mahitaji yako ili tukupatie bei sahihi."
pricing,Do you offer discounts on Pressure cookers for bulk orders?,Bulk pricing on Pressure cookers may be available depending on the seller. Please share the quantity you need so we can arrange a bulk quote.
products,Is Kettles available in stock?,"Yes, Kettles is available under the Home and Kitchen category. Availability and exact stock levels may vary by seller."
products,Where can I find Kettles?,You can find Kettles listed under the Home and Kitchen category. Our agent can help you compare sellers and options.
products,"Nahitaji Kettle, mnayo?","Ndiyo, Kettle (Kettles) inapatikana kwenye category ya Home and Kitchen. Upatikanaji unaweza kutofautiana kulingana na muuzaji."
pricing,What is the price of Kettles?,"The price of Kettles depends on brand, size, quantity, and seller. Please specify your preferred option so we can give you an exact quote."
pricing,Bei ya Kettle ni kiasi gani?,"Bei ya Kettle inategemea aina, ukubwa, kiasi, na muuzaji. Tafadhali eleza mahitaji yako ili tukupatie bei sahihi."
pricing,Do you offer discounts on Kettles for bulk orders?,Bulk pricing on Kettles may be available depending on the seller. Please share the quantity you need so we can arrange a bulk quote.
products,Is Plates available in stock?,"Yes, Plates is available under the Home and Kitchen category. Availability and exact stock levels may vary by seller."
products,Where can I find Plates?,You can find Plates listed under the Home and Kitchen category. Our agent can help you compare sellers and options.
products,"Nahitaji Sahani, mnayo?","Ndiyo, Sahani (Plates) inapatikana kwenye category ya Home and Kitchen. Upatikanaji unaweza kutofautiana kulingana na muuzaji."
pricing,What is the price of Plates?,"The price of Plates depends on brand, size, quantity, and seller. Please specify your preferred option so we can give you an exact quote."
pricing,Bei ya Sahani ni kiasi gani?,"Bei ya Sahani inategemea aina, ukubwa, kiasi, na muuzaji. Tafadhali eleza mahitaji yako ili tukupatie bei sahihi."
pricing,Do you offer discounts on Plates for bulk orders?,Bulk pricing on Plates may be available depending on the seller. Please share the quantity you need so we can arrange a bulk quote.
products,Is Cups available in stock?,"Yes, Cups is available under the Home and Kitchen category. Availability and exact stock levels may vary by seller."
products,Where can I find Cups?,You can find Cups listed under the Home and Kitchen category. Our agent can help you compare sellers and options.
products,"Nahitaji Vikombe, mnayo?","Ndiyo, Vikombe (Cups) inapatikana kwenye category ya Home and Kitchen. Upatikanaji unaweza kutofautiana kulingana na muuzaji."
pricing,What is the price of Cups?,"The price of Cups depends on brand, size, quantity, and seller. Please specify your preferred option so we can give you an exact quote."
pricing,Bei ya Vikombe ni kiasi gani?,"Bei ya Vikombe inategemea aina, ukubwa, kiasi, na muuzaji. Tafadhali eleza mahitaji yako ili tukupatie bei sahihi."
pricing,Do you offer discounts on Cups for bulk orders?,Bulk pricing on Cups may be available depending on the seller. Please share the quantity you need so we can arrange a bulk quote.
products,Is Cooking pots available in stock?,"Yes, Cooking pots is available under the Home and Kitchen category. Availability and exact stock levels may vary by seller."
products,Where can I find Cooking pots?,You can find Cooking pots listed under the Home and Kitchen category. Our agent can help you compare sellers and options.
products,"Nahitaji Sufuria, mnayo?","Ndiyo, Sufuria (Cooking pots) inapatikana kwenye category ya Home and Kitchen. Upatikanaji unaweza kutofautiana kulingana na muuzaji."
pricing,What is the price of Cooking pots?,"The price of Cooking pots depends on brand, size, quantity, and seller. Please specify your preferred option so we can give you an exact quote."
pricing,Bei ya Sufuria ni kiasi gani?,"Bei ya Sufuria inategemea aina, ukubwa, kiasi, na muuzaji. Tafadhali eleza mahitaji yako ili tukupatie bei sahihi."
pricing,Do you offer discounts on Cooking pots for bulk orders?,Bulk pricing on Cooking pots may be available depending on the seller. Please share the quantity you need so we can arrange a bulk quote.
products,Is Frying pans available in stock?,"Yes, Frying pans is available under the Home and Kitchen category. Availability and exact stock levels may vary by seller."
products,Where can I find Frying pans?,You can find Frying pans listed under the Home and Kitchen category. Our agent can help you compare sellers and options.
products,"Nahitaji Pani, mnayo?","Ndiyo, Pani (Frying pans) inapatikana kwenye category ya Home and Kitchen. Upatikanaji unaweza kutofautiana kulingana na muuzaji."
pricing,What is the price of Frying pans?,"The price of Frying pans depends on brand, size, quantity, and seller. Please specify your preferred option so we can give you an exact quote."
pricing,Bei ya Pani ni kiasi gani?,"Bei ya Pani inategemea aina, ukubwa, kiasi, na muuzaji. Tafadhali eleza mahitaji yako ili tukupatie bei sahihi."
pricing,Do you offer discounts on Frying pans for bulk orders?,Bulk pricing on Frying pans may be available depending on the seller. Please share the quantity you need so we can arrange a bulk quote.
products,Is Kitchen knives available in stock?,"Yes, Kitchen knives is available under the Home and Kitchen category. Availability and exact stock levels may vary by seller."
products,Where can I find Kitchen knives?,You can find Kitchen knives listed under the Home and Kitchen category. Our agent can help you compare sellers and options.
products,"Nahitaji Visu vya jikoni, mnayo?","Ndiyo, Visu vya jikoni (Kitchen knives) inapatikana kwenye category ya Home and Kitchen. Upatikanaji unaweza kutofautiana kulingana na muuzaji."
pricing,What is the price of Kitchen knives?,"The price of Kitchen knives depends on brand, size, quantity, and seller. Please specify your preferred option so we can give you an exact quote."
pricing,Bei ya Visu vya jikoni ni kiasi gani?,"Bei ya Visu vya jikoni inategemea aina, ukubwa, kiasi, na muuzaji. Tafadhali eleza mahitaji yako ili tukupatie bei sahihi."
pricing,Do you offer discounts on Kitchen knives for bulk orders?,Bulk pricing on Kitchen knives may be available depending on the seller. Please share the quantity you need so we can arrange a bulk quote.
products,Is Water filters available in stock?,"Yes, Water filters is available under the Home and Kitchen category. Availability and exact stock levels may vary by seller."
products,Where can I find Water filters?,You can find Water filters listed under the Home and Kitchen category. Our agent can help you compare sellers and options.
products,"Nahitaji Kichujio cha maji, mnayo?","Ndiyo, Kichujio cha maji (Water filters) inapatikana kwenye category ya Home and Kitchen. Upatikanaji unaweza kutofautiana kulingana na muuzaji."
pricing,What is the price of Water filters?,"The price of Water filters depends on brand, size, quantity, and seller. Please specify your preferred option so we can give you an exact quote."
pricing,Bei ya Kichujio cha maji ni kiasi gani?,"Bei ya Kichujio cha maji inategemea aina, ukubwa, kiasi, na muuzaji. Tafadhali eleza mahitaji yako ili tukupatie bei sahihi."
pricing,Do you offer discounts on Water filters for bulk orders?,Bulk pricing on Water filters may be available depending on the seller. Please share the quantity you need so we can arrange a bulk quote.
