customer,category,answers,language
"Je, mnauza Tecno Spark 20? Kama ndiyo, bei yake ni ngapi?",Simu za Mkononi,"Asante kwa swali lako. Tecno Spark 20 ina bei ya TZS 296,000 na inapatikana kwa usafirishaji ndani ya siku 2.",Kiswahili
What's your best price for Sugar 50kg?,Food & Beverages,"Sugar 50kg is available at TZS 146,000. Kindly note delivery to Shinyanga takes 5 days.",English
"I want to buy Bookshelf, what is the price?",Furniture & Home,"The current price for 5 piece of Bookshelf is TZS 107,500. Delivery within 4 days is possible.",English
Tafadhali nieleze bei ya Mfuko wa Halotel GB 1 wa siku pamoja na usafirishaji hadi Tanga.,Mifuko ya Intaneti na Salio,Kwa sasa tunauza Mfuko wa Halotel GB 1 wa siku kwa TZS 500. Ipo dukani na tayari kwa usafirishaji ndani ya siku 3.,Kiswahili
Sanduku la safari inauzwa bei gani?,Viatu na Mikoba,"Bei ya Sanduku la safari ni TZS 61,500. Bidhaa hii ipo dukani na inaweza kusafirishwa hadi Dodoma ndani ya siku 4.",Kiswahili
"Je, mnauza Toroli? Kama ndiyo, bei yake ni ngapi?",Kilimo na Mifugo,"Ndiyo, Toroli ipo dukani. Bei yake ni TZS 52,000 na usafirishaji hadi Iringa unachukua siku 3.",Kiswahili
Nikinunua 10 kipande za itel A70 nitatozwa kiasi gani?,Simu za Mkononi,"Ndiyo, itel A70 ipo dukani. Bei yake ni TZS 163,000 na usafirishaji hadi Morogoro unachukua siku 5.",Kiswahili
Tafadhali nieleze bei ya Dawa ya kuzuia harufu mwilini pamoja na usafirishaji hadi Moshi.,Vipodozi na Usafi wa Mwili,"Dawa ya kuzuia harufu mwilini inapatikana kwa bei ya TZS 5,000. Tafadhali fahamu usafirishaji hadi Moshi unachukua siku 7.",Kiswahili
Is there a discount if I buy 2 piece of Bookshelf?,Furniture & Home,"Thank you for your inquiry. Bookshelf is priced at TZS 146,000 and is available for delivery within 3 days.",English
"Je, kuna punguzo nikinunua 10 mfuko za Mfuko wa Vodacom usio na kikomo wa mitandao ya kijamii?",Mifuko ya Intaneti na Salio,"Bei ya sasa ya 10 mfuko za Mfuko wa Vodacom usio na kikomo wa mitandao ya kijamii ni TZS 35,000. Usafirishaji ndani ya siku 3 unawezekana.",Kiswahili
What is the price of Maize seeds 2kg?,Agriculture & Livestock,"Maize seeds 2kg is available at TZS 16,500. Kindly note delivery to Shinyanga takes 1 days.",English
Nina hamu ya kununua Ndara za wanawake. Bei yake ni ngapi?,Viatu na Mikoba,"Kwa sasa tunauza Ndara za wanawake kwa TZS 33,000. Ipo dukani na tayari kwa usafirishaji ndani ya siku 3.",Kiswahili
Do you have USB flash drive 32GB in stock right now?,"Computers, IT & Office","USB flash drive 32GB costs TZS 18,000 per piece. We have it available and delivery takes about 3 days.",English
Is School uniform set available in Dodoma?,Clothing & Textiles,"The current price for 5 set of School uniform set is TZS 27,500. Delivery within 1 days is possible.",English
"Je, Mbegu za mahindi kilo 2 inapatikana Mbeya?",Kilimo na Mifugo,"Asante kwa swali lako. Mbegu za mahindi kilo 2 ina bei ya TZS 14,500 na inapatikana kwa usafirishaji ndani ya siku 4.",Kiswahili
How long will delivery of Leso pair to Songea take?,Clothing & Textiles,"The current price for 3 pair of Leso pair is TZS 11,000. Delivery within 4 days is possible.",English
Can you confirm the current price of Wheelbarrow?,Agriculture & Livestock,"The price of Wheelbarrow is TZS 73,500. It is currently in stock and can be delivered to Moshi within 7 days.",English
What is the price for 5 bottle of Cough syrup?,Health & Pharmacy,"Cough syrup is available at TZS 8,500. Kindly note delivery to Kigoma takes 5 days.",English
How long will delivery of School uniform set to Mbeya take?,Clothing & Textiles,"School uniform set costs TZS 42,500 per set. We have it available and delivery takes about 2 days.",English
"I want to buy Mobile money withdrawal fee (100000), what is the price?",Internet & Airtime Bundles,"Mobile money withdrawal fee (100000) is available at TZS 3,500. Kindly note delivery to Dodoma takes 7 days.",English
Tafadhali nieleze bei ya Meza ya ofisi pamoja na usafirishaji hadi Tanga.,"Kompyuta, TEHAMA na Ofisi","Meza ya ofisi inapatikana kwa bei ya TZS 336,000. Tafadhali fahamu usafirishaji hadi Tanga unachukua siku 5.",Kiswahili
Tecno Spark 20 inauzwa bei gani?,Simu za Mkononi,"Bei yetu ya Tecno Spark 20 ni TZS 253,000, na tunaweza kuisafirisha hadi Shinyanga ndani ya siku 4.",Kiswahili
Bei yenu nzuri zaidi ya Kiti cha plastiki ni ngapi?,Samani na Vifaa vya Nyumbani,"Bei yetu ya Kiti cha plastiki ni TZS 21,500, na tunaweza kuisafirisha hadi Shinyanga ndani ya siku 4.",Kiswahili
How much does Motorcycle tyre cost?,"Motorcycles, Bicycles & Spare Parts","The price of Motorcycle tyre is TZS 43,000. It is currently in stock and can be delivered to Iringa within 5 days.",English
Can you confirm the current price of Bicycle tyre?,"Motorcycles, Bicycles & Spare Parts","Our price for Bicycle tyre is TZS 14,500, and we can deliver it to Iringa within 2 days.",English
Tafadhali nieleze bei ya Seti ya kufunika viti vya gari pamoja na usafirishaji hadi Dar es Salaam.,Magari na Vipuri,"Ndiyo, Seti ya kufunika viti vya gari ipo dukani. Bei yake ni TZS 83,000 na usafirishaji hadi Dar es Salaam unachukua siku 2.",Kiswahili
Bei ya 2 kipande za Oveni ya microwave ni ngapi?,Vifaa vya Nyumbani na Umeme,"Asante kwa swali lako. Oveni ya microwave ina bei ya TZS 183,500 na inapatikana kwa usafirishaji ndani ya siku 5.",Kiswahili
"Do you sell Beans 100kg? If so, at what price?",Food & Beverages,"Beans 100kg is available at TZS 253,000. Kindly note delivery to Mwanza takes 2 days.",English
Bei yenu nzuri zaidi ya Begi la kiunoni ni ngapi?,Viatu na Mikoba,"Bei ya sasa ya 3 kipande za Begi la kiunoni ni TZS 13,000. Usafirishaji ndani ya siku 5 unawezekana.",Kiswahili
"I want to buy Office desk, what is the price?","Computers, IT & Office","We currently sell Office desk at TZS 154,000. It's in stock and ready for delivery within 7 days.",English
Usafirishaji wa Begi la shule hadi Arusha unachukua muda gani?,"Vitabu, Elimu na Vifaa vya Shule","Bei ya Begi la shule ni TZS 35,000. Bidhaa hii ipo dukani na inaweza kusafirishwa hadi Arusha ndani ya siku 1.",Kiswahili
How much would 3 bag of Maize flour (unga wa dona) 25kg cost me?,Food & Beverages,"Thank you for your inquiry. Maize flour (unga wa dona) 25kg is priced at TZS 38,000 and is available for delivery within 2 days.",English
Naweza kupata Friji ya Hisense lita 150 kikaletwa Arusha?,Vifaa vya Nyumbani na Umeme,"Bei ya sasa ya 2 kipande za Friji ya Hisense lita 150 ni TZS 797,000. Usafirishaji ndani ya siku 4 unawezekana.",Kiswahili
Seti ya kufunika viti vya gari inauzwa bei gani?,Magari na Vipuri,"Ndiyo, Seti ya kufunika viti vya gari ipo dukani. Bei yake ni TZS 64,000 na usafirishaji hadi Zanzibar unachukua siku 7.",Kiswahili
Nina hamu ya kununua Laptop ya HP (Core i5). Bei yake ni ngapi?,"Kompyuta, TEHAMA na Ofisi","Bei ya sasa ya 3 kipande za Laptop ya HP (Core i5) ni TZS 1,084,000. Usafirishaji ndani ya siku 5 unawezekana.",Kiswahili
"Nataka kununua Baiskeli ya kawaida, bei yake ni ngapi?","Pikipiki, Baiskeli na Vipuri","Asante kwa swali lako. Baiskeli ya kawaida ina bei ya TZS 231,000 na inapatikana kwa usafirishaji ndani ya siku 4.",Kiswahili
How much would 2 piece of Scientific calculator cost me?,"Books, Education & Stationery","Scientific calculator costs TZS 20,000 per piece. We have it available and delivery takes about 1 days.",English
How much would 3 piece of Denim jeans cost me?,Clothing & Textiles,"We currently sell Denim jeans at TZS 22,000. It's in stock and ready for delivery within 3 days.",English
What's your best price for Carpet (living room size)?,Furniture & Home,"The current price for 10 piece of Carpet (living room size) is TZS 92,500. Delivery within 5 days is possible.",English
How much would 3 tube of Sunscreen cost me?,Cosmetics & Personal Care,"Yes, Sunscreen is in stock. The price is TZS 27,500 and delivery to Arusha takes 5 days.",English
Naomba mnithibitishie bei ya sasa ya Rafu ya vitabu.,Samani na Vifaa vya Nyumbani,"Bei ya sasa ya 5 kipande za Rafu ya vitabu ni TZS 116,500. Usafirishaji ndani ya siku 7 unawezekana.",Kiswahili
Bei yenu nzuri zaidi ya Toyota Noah (mtumba) ni ngapi?,Magari na Vipuri,"Bei yetu ya Toyota Noah (mtumba) ni TZS 21,059,000, na tunaweza kuisafirisha hadi Dar es Salaam ndani ya siku 4.",Kiswahili
Bei ya Kofia ya pikipiki ni ngapi?,"Pikipiki, Baiskeli na Vipuri","Ndiyo, Kofia ya pikipiki ipo dukani. Bei yake ni TZS 30,500 na usafirishaji hadi Tabora unachukua siku 5.",Kiswahili
Is there a discount if I buy 5 piece of Deodorant?,Cosmetics & Personal Care,"We currently sell Deodorant at TZS 6,000. It's in stock and ready for delivery within 4 days.",English
Bei yenu nzuri zaidi ya Maziwa mabichi lita 1 ni ngapi?,Vyakula na Vinywaji,"Bei yetu ya Maziwa mabichi lita 1 ni TZS 2,500, na tunaweza kuisafirisha hadi Iringa ndani ya siku 4.",Kiswahili
"Nataka kununua Mafuta ya injini ya gari lita 4, bei yake ni ngapi?",Magari na Vipuri,"Kwa sasa tunauza Mafuta ya injini ya gari lita 4 kwa TZS 43,000. Ipo dukani na tayari kwa usafirishaji ndani ya siku 4.",Kiswahili
Is Airtime voucher 5000 available in Dodoma?,Internet & Airtime Bundles,"The current price for 2 voucher of Airtime voucher 5000 is TZS 5,000. Delivery within 3 days is possible.",English
"Nataka kununua Blenda, bei yake ni ngapi?",Vifaa vya Nyumbani na Umeme,"Kwa sasa tunauza Blenda kwa TZS 41,000. Ipo dukani na tayari kwa usafirishaji ndani ya siku 5.",Kiswahili
How long will delivery of Screen protector to Dodoma take?,Mobile Phones,"The current price for 2 piece of Screen protector is TZS 6,000. Delivery within 5 days is possible.",English
Mfuko wa data MB 500 inauzwa bei gani?,Mifuko ya Intaneti na Salio,"Kwa sasa tunauza Mfuko wa data MB 500 kwa TZS 1,500. Ipo dukani na tayari kwa usafirishaji ndani ya siku 4.",Kiswahili
Please tell me the cost of Beans 100kg including delivery to Iringa.,Food & Beverages,"Yes, Beans 100kg is in stock. The price is TZS 254,000 and delivery to Iringa takes 4 days.",English
Nina hamu ya kununua Kioo cha pembeni. Bei yake ni ngapi?,Magari na Vipuri,"Kwa sasa tunauza Kioo cha pembeni kwa TZS 45,000. Ipo dukani na tayari kwa usafirishaji ndani ya siku 4.",Kiswahili
"Je, mnayo Kiti cha ofisi kwa sasa dukani?","Kompyuta, TEHAMA na Ofisi","Bei yetu ya Kiti cha ofisi ni TZS 83,000, na tunaweza kuisafirisha hadi Mbeya ndani ya siku 4.",Kiswahili
How much would 5 piece of Waist bag cost me?,Shoes & Bags,"We currently sell Waist bag at TZS 17,500. It's in stock and ready for delivery within 2 days.",English
What's your best price for Office desk?,"Computers, IT & Office","Thank you for your inquiry. Office desk is priced at TZS 229,500 and is available for delivery within 3 days.",English
Bei ya Maharage kilo 100 ni ngapi?,Vyakula na Vinywaji,"Bei ya Maharage kilo 100 ni TZS 220,000. Bidhaa hii ipo dukani na inaweza kusafirishwa hadi Tabora ndani ya siku 3.",Kiswahili
Can you confirm the current price of A4 paper ream?,"Computers, IT & Office","The price of A4 paper ream is TZS 13,000. It is currently in stock and can be delivered to Tabora within 3 days.",English
"Nataka kununua Kalamu za ubao (pakiti), bei yake ni ngapi?","Vitabu, Elimu na Vifaa vya Shule","Kwa sasa tunauza Kalamu za ubao (pakiti) kwa TZS 7,000. Ipo dukani na tayari kwa usafirishaji ndani ya siku 1.",Kiswahili
Naomba mnithibitishie bei ya sasa ya Jembe la mkono.,Kilimo na Mifugo,"Bei yetu ya Jembe la mkono ni TZS 12,500, na tunaweza kuisafirisha hadi Zanzibar ndani ya siku 7.",Kiswahili
Nikinunua 5 jozi za Mapazia (jozi) nitatozwa kiasi gani?,Samani na Vifaa vya Nyumbani,"Ndiyo, Mapazia (jozi) ipo dukani. Bei yake ni TZS 29,000 na usafirishaji hadi Tabora unachukua siku 7.",Kiswahili
How much would 2 bag of Beans 100kg cost me?,Food & Beverages,"The current price for 2 bag of Beans 100kg is TZS 540,000. Delivery within 7 days is possible.",English
I'm interested in Men's leather shoes. How much is it?,Shoes & Bags,"Yes, Men's leather shoes is in stock. The price is TZS 77,000 and delivery to Arusha takes 7 days.",English
Can I get Kilimanjaro beer crate delivered to Moshi?,Food & Beverages,"Kilimanjaro beer crate is available at TZS 54,000. Kindly note delivery to Moshi takes 5 days.",English
Paracetamol (pakiti) inauzwa bei gani?,Afya na Dawa,"Bei ya sasa ya 3 pakiti za Paracetamol (pakiti) ni TZS 2,000. Usafirishaji ndani ya siku 4 unawezekana.",Kiswahili
Bei yenu nzuri zaidi ya Mbolea (UREA) kilo 50 ni ngapi?,Kilimo na Mifugo,"Asante kwa swali lako. Mbolea (UREA) kilo 50 ina bei ya TZS 63,000 na inapatikana kwa usafirishaji ndani ya siku 4.",Kiswahili
Usafirishaji wa Rafu ya vitabu hadi Shinyanga unachukua muda gani?,Samani na Vifaa vya Nyumbani,"Rafu ya vitabu inauzwa TZS 157,000 kwa kipande. Tunayo bidhaa hii na usafirishaji unachukua siku 4.",Kiswahili
Bei ya Dawa ya kuulia wadudu lita 1 ni ngapi?,Kilimo na Mifugo,"Dawa ya kuulia wadudu lita 1 inapatikana kwa bei ya TZS 21,500. Tafadhali fahamu usafirishaji hadi Mwanza unachukua siku 7.",Kiswahili
"Nataka kununua Meza ya kulia chakula (viti 6), bei yake ni ngapi?",Samani na Vifaa vya Nyumbani,"Bei yetu ya Meza ya kulia chakula (viti 6) ni TZS 518,000, na tunaweza kuisafirisha hadi Zanzibar ndani ya siku 7.",Kiswahili
Is there a discount if I buy 1 piece of Dell laptop (Core i3)?,"Computers, IT & Office","Our price for Dell laptop (Core i3) is TZS 805,000, and we can deliver it to Zanzibar within 5 days.",English
Naweza kupata Kitambaa cha kitenge kikaletwa Mbeya?,Nguo na Mavazi,"Kitambaa cha kitenge inapatikana kwa bei ya TZS 19,500. Tafadhali fahamu usafirishaji hadi Mbeya unachukua siku 2.",Kiswahili
Naweza kupata Kambaza kikaletwa Shinyanga?,Viatu na Mikoba,"Asante kwa swali lako. Kambaza ina bei ya TZS 7,500 na inapatikana kwa usafirishaji ndani ya siku 2.",Kiswahili
Do you have Hisense refrigerator 150L in stock right now?,Home Appliances & Electronics,"Thank you for your inquiry. Hisense refrigerator 150L is priced at TZS 631,500 and is available for delivery within 7 days.",English
How much would 1 pair of Sports sneakers cost me?,Shoes & Bags,"Thank you for your inquiry. Sports sneakers is priced at TZS 52,500 and is available for delivery within 1 days.",English
How much would 1 piece of itel A70 cost me?,Mobile Phones,"Our price for itel A70 is TZS 209,000, and we can deliver it to Mwanza within 2 days.",English
How much does Bottled water 24pk cost?,Food & Beverages,"Bottled water 24pk is available at TZS 11,000. Kindly note delivery to Mbeya takes 3 days.",English
"Do you sell Body lotion? If so, at what price?",Cosmetics & Personal Care,"We currently sell Body lotion at TZS 10,500. It's in stock and ready for delivery within 1 days.",English
I'm interested in Curtains (per pair). How much is it?,Furniture & Home,"The price of Curtains (per pair) is TZS 52,000. It is currently in stock and can be delivered to Songea within 2 days.",English
"Nataka kununua Kitabu cha shule ya msingi, bei yake ni ngapi?","Vitabu, Elimu na Vifaa vya Shule","Asante kwa swali lako. Kitabu cha shule ya msingi ina bei ya TZS 7,500 na inapatikana kwa usafirishaji ndani ya siku 5.",Kiswahili
Is Mattress (queen size) available in Tanga?,Furniture & Home,"Thank you for your inquiry. Mattress (queen size) is priced at TZS 291,000 and is available for delivery within 3 days.",English
Can I get Dairy cow delivered to Mwanza?,Agriculture & Livestock,"Our price for Dairy cow is TZS 919,000, and we can deliver it to Mwanza within 5 days.",English
"Do you sell Milk (fresh) 1L? If so, at what price?",Food & Beverages,"Thank you for your inquiry. Milk (fresh) 1L is priced at TZS 2,500 and is available for delivery within 2 days.",English
"Je, Mfuko wa Airtel GB 20 wa mwezi inapatikana Morogoro?",Mifuko ya Intaneti na Salio,"Bei ya sasa ya 2 mfuko za Mfuko wa Airtel GB 20 wa mwezi ni TZS 38,500. Usafirishaji ndani ya siku 2 unawezekana.",Kiswahili
"Je, mnauza Chakula cha kuku kilo 50? Kama ndiyo, bei yake ni ngapi?",Kilimo na Mifugo,"Chakula cha kuku kilo 50 inauzwa TZS 74,000 kwa gunia. Tunayo bidhaa hii na usafirishaji unachukua siku 5.",Kiswahili
"Je, kuna punguzo nikinunua 5 kipande za Kipima joto (dijitali)?",Afya na Dawa,"Bei yetu ya Kipima joto (dijitali) ni TZS 21,000, na tunaweza kuisafirisha hadi Tanga ndani ya siku 1.",Kiswahili
Naomba mnithibitishie bei ya sasa ya Paracetamol (pakiti).,Afya na Dawa,"Bei yetu ya Paracetamol (pakiti) ni TZS 1,500, na tunaweza kuisafirisha hadi Tanga ndani ya siku 5.",Kiswahili
Is Azam soda crate available in Mwanza?,Food & Beverages,"The current price for 2 crate of Azam soda crate is TZS 14,000. Delivery within 1 days is possible.",English
Nikinunua 10 kipande za Kitanda cha watu wawili nitatozwa kiasi gani?,Samani na Vifaa vya Nyumbani,"Kitanda cha watu wawili inapatikana kwa bei ya TZS 429,000. Tafadhali fahamu usafirishaji hadi Moshi unachukua siku 1.",Kiswahili
"Je, mnauza Kipima joto (dijitali)? Kama ndiyo, bei yake ni ngapi?",Afya na Dawa,"Ndiyo, Kipima joto (dijitali) ipo dukani. Bei yake ni TZS 18,500 na usafirishaji hadi Shinyanga unachukua siku 4.",Kiswahili
Tafadhali nieleze bei ya Jozi ya leso pamoja na usafirishaji hadi Morogoro.,Nguo na Mavazi,"Ndiyo, Jozi ya leso ipo dukani. Bei yake ni TZS 7,000 na usafirishaji hadi Morogoro unachukua siku 2.",Kiswahili
What's your best price for Dining table (6-seater)?,Furniture & Home,"Dining table (6-seater) costs TZS 422,500 per piece. We have it available and delivery takes about 7 days.",English
Bei ya 1 kipande za Kiondoa harufu mbaya gari ni ngapi?,Magari na Vipuri,"Kiondoa harufu mbaya gari inauzwa TZS 8,000 kwa kipande. Tunayo bidhaa hii na usafirishaji unachukua siku 7.",Kiswahili
What's your best price for iPhone 11 (used)?,Mobile Phones,"iPhone 11 (used) costs TZS 463,000 per piece. We have it available and delivery takes about 1 days.",English
Can you confirm the current price of Wheelbarrow?,Agriculture & Livestock,"Our price for Wheelbarrow is TZS 65,500, and we can deliver it to Dar es Salaam within 3 days.",English
"Je, mnauza Power bank ya 10000mAh? Kama ndiyo, bei yake ni ngapi?",Simu za Mkononi,"Bei ya Power bank ya 10000mAh ni TZS 26,000. Bidhaa hii ipo dukani na inaweza kusafirishwa hadi Iringa ndani ya siku 7.",Kiswahili
